3067,3067
3043,24,3043,24,-1
3055,12,3031,12,-1
3055,12,3019,12,-1
3043,12,3031,12,-1
3043,12,3019,12,-1
3031,12,3055,12,-1
3031,12,3043,12,-1
3019,12,3055,12,-1
3019,12,3043,12,-1
3019,24,3019,24,-1
3055,12,3007,12,-1
3055,12,2995,12,-1
3043,12,3007,12,-1
3043,12,2995,12,-1
3055,12,2983,12,-1
3055,12,2971,12,-1
3043,12,2983,12,-1
3043,12,2971,12,-1
3031,12,3007,12,-1
3031,12,2995,12,-1
3019,12,3007,12,-1
3019,12,2995,12,-1
3031,12,2983,12,-1
3031,12,2971,12,-1
3019,12,2983,12,-1
3019,12,2971,12,-1
3007,12,3055,12,-1
3007,12,3043,12,-1
2995,12,3055,12,-1
2995,12,3043,12,-1
3007,12,3031,12,-1
3007,12,3019,12,-1
2995,12,3031,12,-1
2995,12,3019,12,-1
2983,12,3055,12,-1
2983,12,3043,12,-1
2971,12,3055,12,-1
2971,12,3043,12,-1
2983,12,3031,12,-1
2983,12,3019,12,-1
2971,12,3031,12,-1
2971,12,3019,12,-1
2995,24,2995,24,-1
3007,12,2983,12,-1
3007,12,2971,12,-1
2995,12,2983,12,-1
2995,12,2971,12,-1
2983,12,3007,12,-1
2983,12,2995,12,-1
2971,12,3007,12,-1
2971,12,2995,12,-1
2971,24,2971,24,-1
3043,24,2947,24,7
3043,24,2923,24,11
3019,24,2947,24,7
3019,24,2923,24,-1
3043,24,2899,24,11
3043,24,2875,24,11
3019,24,2899,24,10
3019,24,2875,24,-1
3007,12,2959,12,-1
3007,12,2947,12,-1
2995,12,2959,12,-1
2995,12,2947,12,-1
2995,24,2923,24,-1
2971,24,2947,24,7
2983,12,2935,12,-1
2983,12,2923,12,-1
2971,12,2935,12,-1
2971,12,2923,12,-1
2995,24,2899,24,10
3007,12,2887,12,-1
3007,12,2875,12,-1
2995,12,2887,12,-1
2995,12,2875,12,-1
2971,24,2899,24,10
2983,12,2887,12,-1
2983,12,2875,12,-1
2971,12,2887,12,-1
2971,12,2875,12,-1
2947,24,3043,24,7
2947,24,3019,24,7
2923,24,3043,24,11
2923,24,3019,24,-1
2959,12,3007,12,-1
2959,12,2995,12,-1
2947,12,3007,12,-1
2947,12,2995,12,-1
2947,24,2971,24,7
2923,24,2995,24,-1
2935,12,2983,12,-1
2935,12,2971,12,-1
2923,12,2983,12,-1
2923,12,2971,12,-1
2899,24,3043,24,10
2899,24,3019,24,10
2875,24,3043,24,12
2875,24,3019,24,-1
2899,24,2995,24,10
2899,24,2971,24,10
2887,12,3007,12,-1
2887,12,2995,12,-1
2875,12,3007,12,-1
2875,12,2995,12,-1
2887,12,2983,12,-1
2887,12,2971,12,-1
2875,12,2983,12,-1
2875,12,2971,12,-1
2923,48,2923,48,-1
2959,12,2911,12,-1
2959,12,2899,12,-1
2947,12,2911,12,-1
2947,12,2899,12,-1
2959,12,2887,12,-1
2959,12,2875,12,-1
2947,12,2887,12,-1
2947,12,2875,12,-1
2935,12,2911,12,-1
2935,12,2899,12,-1
2923,12,2911,12,-1
2923,12,2899,12,-1
2935,12,2887,12,-1
2935,12,2875,12,-1
2923,12,2887,12,-1
2923,12,2875,12,-1
2911,12,2959,12,-1
2911,12,2947,12,-1
2899,12,2959,12,-1
2899,12,2947,12,-1
2911,12,2935,12,-1
2911,12,2923,12,-1
2899,12,2935,12,-1
2899,12,2923,12,-1
2887,12,2959,12,-1
2887,12,2947,12,-1
2875,12,2959,12,-1
2875,12,2947,12,-1
2887,12,2935,12,-1
2887,12,2923,12,-1
2875,12,2935,12,-1
2875,12,2923,12,-1
2899,24,2899,24,-1
2911,12,2887,12,-1
2911,12,2875,12,-1
2899,12,2887,12,-1
2899,12,2875,12,-1
2887,12,2911,12,-1
2887,12,2899,12,-1
2875,12,2911,12,-1
2875,12,2899,12,-1
2875,24,2875,24,-1
3043,24,2851,24,12
3043,24,2827,24,12
3019,24,2851,24,-1
3019,24,2827,24,-1
3019,48,2779,48,18
2995,24,2851,24,-1
2995,24,2827,24,-1
2983,12,2863,12,-1
2983,12,2851,12,-1
2971,12,2863,12,-1
2971,12,2851,12,-1
2971,24,2827,24,-1
2995,24,2803,24,12
2995,24,2779,24,-1
2971,24,2803,24,12
2971,24,2779,24,-1
3043,24,2755,24,11
3043,24,2731,24,11
3031,12,2767,12,-1
3031,12,2755,12,-1
3019,12,2767,12,-1
3019,12,2755,12,-1
3031,12,2743,12,-1
3031,12,2731,12,-1
3019,12,2743,12,-1
3019,12,2731,12,-1
3019,48,2683,48,19
2995,24,2755,24,-1
2995,24,2731,24,-1
2983,12,2767,12,-1
2983,12,2755,12,-1
2971,12,2767,12,-1
2971,12,2755,12,-1
2983,12,2743,12,-1
2983,12,2731,12,-1
2971,12,2743,12,-1
2971,12,2731,12,-1
2971,48,2683,48,20
2947,24,2851,24,7
2947,24,2827,24,7
2923,24,2851,24,-1
2923,24,2827,24,-1
2947,24,2803,24,7
2947,24,2779,24,7
2923,24,2803,24,12
2923,24,2779,24,-1
2911,12,2863,12,-1
2911,12,2851,12,-1
2899,12,2863,12,-1
2899,12,2851,12,-1
2899,24,2827,24,-1
2875,24,2851,24,-1
2875,24,2827,24,-1
2911,12,2815,12,-1
2911,12,2803,12,-1
2899,12,2815,12,-1
2899,12,2803,12,-1
2899,24,2779,24,-1
2887,12,2815,12,-1
2887,12,2803,12,-1
2875,12,2815,12,-1
2875,12,2803,12,-1
2875,24,2779,24,-1
2923,48,2731,48,13
2923,48,2683,48,13
2899,24,2755,24,-1
2899,24,2731,24,-1
2875,24,2755,24,-1
2887,12,2743,12,-1
2887,12,2731,12,-1
2875,12,2743,12,-1
2875,12,2731,12,-1
2875,48,2683,48,17
2851,24,3043,24,11
2851,24,3019,24,-1
2827,24,3043,24,11
2827,24,3019,24,-1
2851,24,2995,24,-1
2863,12,2983,12,-1
2863,12,2971,12,-1
2851,12,2983,12,-1
2851,12,2971,12,-1
2827,24,2995,24,-1
2827,24,2971,24,-1
2779,48,3019,48,18
2803,24,2995,24,12
2803,24,2971,24,12
2779,24,2995,24,-1
2779,24,2971,24,-1
2851,24,2947,24,7
2851,24,2923,24,-1
2827,24,2947,24,7
2827,24,2923,24,-1
2863,12,2911,12,-1
2863,12,2899,12,-1
2851,12,2911,12,-1
2851,12,2899,12,-1
2851,24,2875,24,-1
2827,24,2899,24,-1
2827,24,2875,24,-1
2803,24,2947,24,7
2803,24,2923,24,12
2779,24,2947,24,7
2779,24,2923,24,-1
2815,12,2911,12,-1
2815,12,2899,12,-1
2803,12,2911,12,-1
2803,12,2899,12,-1
2815,12,2887,12,-1
2815,12,2875,12,-1
2803,12,2887,12,-1
2803,12,2875,12,-1
2779,24,2899,24,-1
2779,24,2875,24,-1
2755,24,3043,24,12
2767,12,3031,12,-1
2767,12,3019,12,-1
2755,12,3031,12,-1
2755,12,3019,12,-1
2731,24,3043,24,12
2743,12,3031,12,-1
2743,12,3019,12,-1
2731,12,3031,12,-1
2731,12,3019,12,-1
2755,24,2995,24,-1
2767,12,2983,12,-1
2767,12,2971,12,-1
2755,12,2983,12,-1
2755,12,2971,12,-1
2731,24,2995,24,-1
2743,12,2983,12,-1
2743,12,2971,12,-1
2731,12,2983,12,-1
2731,12,2971,12,-1
2683,48,3019,48,20
2683,48,2971,48,20
2731,48,2923,48,13
2755,24,2899,24,-1
2755,24,2875,24,-1
2731,24,2899,24,-1
2743,12,2887,12,-1
2743,12,2875,12,-1
2731,12,2887,12,-1
2731,12,2875,12,-1
2683,48,2923,48,13
2683,48,2875,48,17
2851,24,2851,24,-1
2863,12,2839,12,-1
2863,12,2827,12,-1
2851,12,2839,12,-1
2851,12,2827,12,-1
2839,12,2863,12,-1
2839,12,2851,12,-1
2827,12,2863,12,-1
2827,12,2851,12,-1
2827,24,2827,24,-1
2863,12,2815,12,-1
2863,12,2803,12,-1
2851,12,2815,12,-1
2851,12,2803,12,-1
2863,12,2791,12,-1
2863,12,2779,12,-1
2851,12,2791,12,-1
2851,12,2779,12,-1
2839,12,2815,12,-1
2839,12,2803,12,-1
2827,12,2815,12,-1
2827,12,2803,12,-1
2839,12,2791,12,-1
2839,12,2779,12,-1
2827,12,2791,12,-1
2827,12,2779,12,-1
2815,12,2863,12,-1
2815,12,2851,12,-1
2803,12,2863,12,-1
2803,12,2851,12,-1
2815,12,2839,12,-1
2815,12,2827,12,-1
2803,12,2839,12,-1
2803,12,2827,12,-1
2791,12,2863,12,-1
2791,12,2851,12,-1
2779,12,2863,12,-1
2779,12,2851,12,-1
2791,12,2839,12,-1
2791,12,2827,12,-1
2779,12,2839,12,-1
2779,12,2827,12,-1
2779,48,2779,48,-1
2863,12,2767,12,-1
2863,12,2755,12,-1
2851,12,2767,12,-1
2851,12,2755,12,-1
2863,12,2743,12,-1
2863,12,2731,12,-1
2851,12,2743,12,-1
2851,12,2731,12,-1
2839,12,2767,12,-1
2839,12,2755,12,-1
2827,12,2767,12,-1
2827,12,2755,12,-1
2839,12,2743,12,-1
2839,12,2731,12,-1
2827,12,2743,12,-1
2827,12,2731,12,-1
2863,12,2719,12,-1
2863,12,2707,12,-1
2851,12,2719,12,-1
