3067,3067
2683,384,2683,384,-1
2875,192,2491,192,-1
3019,48,2443,48,-1
3019,48,2395,48,-1
2971,48,2443,48,-1
3007,12,2431,12,-1
3007,12,2419,12,-1
2995,12,2431,12,-1
2995,12,2419,12,-1
3007,12,2407,12,-1
3007,12,2395,12,-1
2995,12,2407,12,-1
2995,12,2395,12,-1
2971,24,2419,24,-1
2971,24,2395,24,-1
3019,48,2300,95,-1
3007,12,2383,12,-1
3007,12,2371,12,-1
2995,12,2383,12,-1
2995,12,2371,12,-1
3007,12,2359,12,-1
3007,12,2347,12,-1
2995,12,2359,12,-1
2995,12,2347,12,-1
2971,24,2371,24,-1
2971,24,2347,24,-1
3007,12,2335,12,-1
3007,12,2323,12,-1
2995,12,2335,12,-1
2995,12,2323,12,-1
3007,12,2300,23,-1
2995,12,2300,23,-1
2971,24,2300,47,-1
2875,96,2300,191,-1
2683,192,2300,383,-1
2300,383,2683,384,-1
2300,383,2300,383,-1
3019,48,2252,48,-1
3019,48,2204,48,-1
3007,12,2288,12,-1
3007,12,2276,12,-1
2995,12,2288,12,-1
2995,12,2276,12,-1
3007,12,2264,12,-1
3007,12,2252,12,-1
2995,12,2264,12,-1
2995,12,2252,12,-1
2983,12,2288,12,-1
2983,12,2276,12,-1
2971,12,2288,12,-1
2971,12,2276,12,-1
2983,12,2264,12,-1
2983,12,2252,12,-1
2971,12,2264,12,-1
2971,12,2252,12,-1
3007,12,2240,12,-1
3007,12,2228,12,-1
2995,12,2240,12,-1
2995,12,2228,12,-1
3007,12,2216,12,-1
3007,12,2204,12,-1
2995,12,2216,12,-1
2995,12,2204,12,-1
2983,12,2240,12,-1
2983,12,2228,12,-1
2971,12,2240,12,-1
2971,12,2228,12,-1
2983,12,2216,12,-1
2983,12,2204,12,-1
2971,12,2216,12,-1
2971,12,2204,12,-1
3019,48,2156,48,-1
3043,24,2132,24,-1
3043,24,2108,24,-1
3031,12,2144,12,-1
3031,12,2132,12,-1
3019,12,2144,12,-1
3019,12,2132,12,-1
3031,12,2120,12,-1
3031,12,2108,12,-1
3019,12,2120,12,-1
3019,12,2108,12,-1
3007,12,2192,12,-1
3007,12,2180,12,-1
2995,12,2192,12,-1
2995,12,2180,12,-1
3007,12,2168,12,-1
3007,12,2156,12,-1
2995,12,2168,12,-1
2995,12,2156,12,-1
2983,12,2192,12,-1
2983,12,2180,12,-1
2971,12,2192,12,-1
2971,12,2180,12,-1
2983,12,2168,12,-1
2983,12,2156,12,-1
2971,12,2168,12,-1
2971,12,2156,12,-1
