3067,3067
2875,192,2875,192,-1
3019,48,2827,48,-1
3055,12,2815,12,-1
3055,12,2803,12,-1
3043,12,2815,12,-1
3043,12,2803,12,-1
3043,24,2779,24,-1
3019,24,2803,24,-1
3031,12,2791,12,-1
3031,12,2779,12,-1
3019,12,2791,12,-1
3019,12,2779,12,-1
2971,48,2827,48,-1
2971,48,2779,48,-1
2971,96,2683,96,23
2875,96,2779,96,-1
2923,48,2731,48,-1
2959,12,2719,12,-1
2959,12,2707,12,-1
2947,12,2719,12,-1
2947,12,2707,12,-1
2947,24,2683,24,-1
2923,24,2707,24,-1
2935,12,2695,12,-1
2935,12,2683,12,-1
2923,12,2695,12,-1
2923,12,2683,12,-1
2875,48,2731,48,-1
2875,48,2683,48,-1
2827,48,3019,48,-1
2827,48,2971,48,-1
2779,48,3019,48,23
2779,48,2971,48,-1
2779,96,2875,96,-1
2683,96,2971,96,23
2755,24,2947,24,-1
2755,24,2923,24,-1
2743,12,2959,12,-1
2743,12,2947,12,-1
2731,12,2959,12,-1
2731,12,2947,12,-1
2731,24,2923,24,-1
2731,48,2875,48,-1
2719,12,2959,12,-1
2719,12,2947,12,-1
2707,12,2959,12,-1
2707,12,2947,12,-1
2719,12,2935,12,-1
2719,12,2923,12,-1
2707,12,2935,12,-1
2707,12,2923,12,-1
2683,24,2947,24,-1
2683,24,2923,24,-1
2719,12,2911,12,-1
2719,12,2899,12,-1
2707,12,2911,12,-1
2707,12,2899,12,-1
2707,24,2875,24,-1
2683,24,2899,24,-1
2683,24,2875,24,-1
2683,192,2683,192,-1
2683,384,2300,383,40
2300,383,2683,384,40
2491,192,2491,192,-1
2659,24,2467,24,-1
2659,24,2443,24,-1
2635,24,2467,24,-1
2647,12,2455,12,-1
2647,12,2443,12,-1
2635,12,2455,12,-1
2635,12,2443,12,-1
2659,24,2419,24,-1
2659,24,2395,24,-1
2647,12,2431,12,-1
2647,12,2419,12,-1
2635,12,2431,12,-1
2635,12,2419,12,-1
2647,12,2407,12,-1
2647,12,2395,12,-1
2635,12,2407,12,-1
2635,12,2395,12,-1
2587,48,2443,48,-1
2587,48,2395,48,-1
2587,96,2300,95,31
2491,96,2395,96,-1
2539,48,2347,48,-1
2563,24,2323,24,-1
2575,12,2300,23,-1
2563,12,2300,23,-1
2539,24,2300,47,-1
2491,48,2300,95,-1
2467,24,2659,24,-1
2467,24,2635,24,-1
2455,12,2671,12,-1
2455,12,2659,12,-1
2443,12,2671,12,-1
2443,12,2659,12,-1
2443,24,2635,24,-1
2443,48,2587,48,-1
2419,24,2659,24,-1
2419,24,2635,24,-1
2395,24,2659,24,-1
2407,12,2647,12,-1
2407,12,2635,12,-1
2395,12,2647,12,-1
2395,12,2635,12,-1
2395,48,2587,48,-1
2300,95,2587,96,31
2395,96,2491,96,-1
2347,48,2539,48,-1
2323,24,2563,24,-1
2300,23,2563,24,-1
2323,24,2539,24,-1
2311,12,2551,12,-1
2300,11,2551,12,-1
2300,23,2539,12,-1
2300,95,2491,48,-1
2300,191,2300,191,-1
2300,767,1533,767,43
1533,767,2300,767,42
2108,192,2108,192,-1
2252,48,2060,48,-1
2288,12,2048,12,-1
2288,12,2036,12,-1
2276,12,2048,12,-1
2276,12,2036,12,-1
2276,24,2012,24,-1
2252,24,2036,24,-1
2264,12,2024,12,-1
2264,12,2012,12,-1
2252,12,2024,12,-1
2252,12,2012,12,-1
2204,48,2060,48,-1
2204,48,2012,48,-1
2204,96,1916,96,32
2108,96,2012,96,-1
2156,48,1964,48,-1
2192,12,1952,12,-1
2192,12,1940,12,-1
2180,12,1952,12,-1
2180,12,1940,12,-1
2192,12,1928,12,-1
2192,12,1916,12,-1
2180,12,1928,12,-1
2180,12,1916,12,-1
2156,24,1940,24,-1
2156,24,1916,24,-1
2108,48,1964,48,-1
2108,48,1916,48,-1
2084,24,2276,24,-1
2084,24,2252,24,-1
2072,12,2288,12,-1
2072,12,2276,12,-1
2060,12,2288,12,-1
2060,12,2276,12,-1
2060,24,2252,24,-1
2060,48,2204,48,-1
2048,12,2288,12,-1
2048,12,2276,12,-1
2036,12,2288,12,-1
2036,12,2276,12,-1
2036,24,2252,24,-1
2012,24,2276,24,-1
2012,24,2252,24,-1
2012,48,2204,48,-1
2012,96,2108,96,-1
1916,96,2204,96,31
